"file","chisq","df","npar","pvalue","rmsea","srmr","nnfi","cfi","bic","aic","logl","status"
"34",333.4928,298,229,0.0768,0.0453,0.0758,0.9263,0.9527,5137.1195,4665.278,-2103.639,"converged normally"
"35",306.6242,295,232,0.3086,0.0256,0.0749,0.9213,0.9501,5774.0429,5288.1549,-2412.0775,"converged normally"
"36",2876.8776,248,279,0,0.6512,0.0785,-0.5359,0.1809,2250.8885,1910.8221,-676.4111,"converged normally"
"37",306.9944,296,231,0.3179,0.0258,0.0811,0.9249,0.9522,5445.626,4977.7698,-2257.8849,"converged normally"
"38",285.0078,234,293,0.0127,0.0801,0.0645,0.8817,0.9405,2963.4085,2516.1848,-965.0924,"converged normally"
"39",303.4305,285,242,0.2166,0.0349,0.072,0.9313,0.9579,4986.2374,4509.4268,-2012.7134,"converged normally"
"40",323.3858,311,216,0.3026,0.0282,0.0841,0.9423,0.9614,4766.6627,4353.6658,-1960.8329,"converged normally"
"41",3044.0036,281,246,0,0.6271,0.1012,-0.4368,0.1318,2356.6374,2056.7939,-782.397,"converged normally"
"42",263.4209,242,285,0.1644,0.0483,0.0603,0.9424,0.97,3430.4811,2963.7691,-1196.8845,"converged normally"
"43",1223.7071,257,270,0,0.3541,0.0873,-0.1249,0.3783,2719.0197,2340.6964,-900.3482,"converged normally"
"44",314.7847,305,222,0.3376,0.0231,0.0783,0.9394,0.9603,5758.0986,5293.1541,-2424.577,"converged normally"
"46",312.9235,290,237,0.1697,0.0372,0.0687,0.9231,0.952,5314.9558,4830.7526,-2178.3763,"converged normally"
"49",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"computationally singular"
"50",265.2311,243,284,0.1564,0.0491,0.051,0.9385,0.9678,3470.3529,3005.2784,-1218.6392,"converged normally"
"51",317.464,308,219,0.343,0.0224,0.0879,0.9416,0.9613,5845.0384,5382.757,-2472.3785,"converged normally"
