"lhs","op","rhs","count.group","count.ind"
"A_Rspct","~","N_Anxty",0,4
"C_Org","~","N_Anxty",0,4
"E_EnerLev","~","N_Anxty",0,4
"O_AesSens","~","N_Anxty",0,4
"A_Cmpn","~","N_Anxtylag",0,4
"A_Trust","~","N_Anxtylag",0,4
"N_Depr","~","N_Anxtylag",0,4
"O_CrtvImag","~","N_Anxtylag",0,4
"C_Rspnbl","~","N_Depr",0,4
"E_Assert","~","N_Depr",0,4
"E_Assert","~","N_Deprlag",0,4
"E_EnerLev","~","N_Deprlag",0,4
"N_Anxty","~","N_Deprlag",0,4
"O_CrtvImag","~","N_EmoVol",0,4
"O_IntCur","~","N_EmoVollag",0,4
"A_Rspct","~","O_AesSens",0,4
"E_Scblty","~","O_AesSens",0,4
"A_Trust","~","O_AesSenslag",0,4
"N_Depr","~","O_AesSenslag",0,4
"O_CrtvImag","~","O_AesSenslag",0,4
"E_Scblty","~","O_CrtvImag",0,4
"N_Anxty","~","O_CrtvImag",0,4
"C_Rspnbl","~","O_CrtvImaglag",0,4
"A_Cmpn","~","O_IntCur",0,4
"O_AesSens","~","O_IntCur",0,4
"A_Trust","~","O_IntCurlag",0,4
"O_AesSens","~","O_IntCurlag",0,4
"E_Scblty","~","A_Cmpn",0,3
"N_Anxty","~","A_Cmpn",0,3
"N_Depr","~","A_Cmpn",0,3
"C_Org","~","A_Cmpnlag",0,3
"O_CrtvImag","~","A_Cmpnlag",0,3
"O_IntCur","~","A_Cmpnlag",0,3
"N_EmoVol","~","A_Rspct",0,3
"O_AesSens","~","A_Rspct",0,3
"O_IntCur","~","A_Rspct",0,3
"E_Assert","~","A_Rspctlag",0,3
"O_AesSens","~","A_Rspctlag",0,3
"O_IntCur","~","A_Rspctlag",0,3
"E_Assert","~","A_Trust",0,3
"O_CrtvImag","~","A_Trust",0,3
"A_Cmpn","~","A_Trustlag",0,3
"N_Anxty","~","A_Trustlag",0,3
"A_Cmpn","~","C_Org",0,3
"A_Trust","~","C_Org",0,3
"E_Scblty","~","C_Org",0,3
"N_Depr","~","C_Org",0,3
"C_Rspnbl","~","C_Orglag",0,3
"N_Depr","~","C_Orglag",0,3
"A_Cmpn","~","C_Prdctv",0,3
"A_Rspct","~","C_Prdctv",0,3
"E_Scblty","~","C_Prdctv",0,3
"N_Anxty","~","C_Prdctv",0,3
"C_Rspnbl","~","C_Prdctvlag",0,3
"N_EmoVol","~","C_Prdctvlag",0,3
"O_IntCur","~","C_Prdctvlag",0,3
"E_EnerLev","~","C_Rspnbl",0,3
"E_Scblty","~","C_Rspnbl",0,3
"A_Rspct","~","C_Rspnbllag",0,3
"C_Org","~","C_Rspnbllag",0,3
"E_EnerLev","~","C_Rspnbllag",0,3
"E_Scblty","~","C_Rspnbllag",0,3
"A_Cmpn","~","E_Assert",0,3
"A_Cmpn","~","E_Assertlag",0,3
"A_Rspct","~","E_Assertlag",0,3
"C_Org","~","E_Assertlag",0,3
"E_EnerLev","~","E_Assertlag",0,3
"O_AesSens","~","E_Assertlag",0,3
"E_Assert","~","E_EnerLev",0,3
"C_Prdctv","~","E_EnerLevlag",0,3
"E_Assert","~","E_EnerLevlag",0,3
"O_CrtvImag","~","E_EnerLevlag",0,3
"A_Trust","~","E_Scblty",0,3
"C_Org","~","E_Scblty",0,3
"N_EmoVol","~","E_Scblty",0,3
"O_AesSens","~","E_Scblty",0,3
"O_CrtvImag","~","E_Scblty",0,3
"A_Cmpn","~","E_Scbltylag",0,3
"N_Depr","~","E_Scbltylag",0,3
"O_CrtvImag","~","E_Scbltylag",0,3
"O_IntCur","~","E_Scbltylag",0,3
"O_AesSens","~","N_Anxtylag",0,3
"O_IntCur","~","N_Anxtylag",0,3
"C_Org","~","N_Depr",0,3
"C_Prdctv","~","N_Deprlag",0,3
"O_AesSens","~","N_Deprlag",0,3
"O_IntCur","~","N_Deprlag",0,3
"E_Assert","~","N_EmoVol",0,3
"E_EnerLev","~","N_EmoVol",0,3
"E_Scblty","~","N_EmoVol",0,3
"A_Trust","~","N_EmoVollag",0,3
"E_Assert","~","N_EmoVollag",0,3
"C_Org","~","O_AesSens",0,3
"E_EnerLev","~","O_AesSens",0,3
"N_Depr","~","O_AesSens",0,3
"O_IntCur","~","O_AesSens",0,3
"E_Assert","~","O_AesSenslag",0,3
"O_IntCur","~","O_AesSenslag",0,3
"O_AesSens","~","O_CrtvImag",0,3
"A_Rspct","~","O_CrtvImaglag",0,3
"A_Trust","~","O_CrtvImaglag",0,3
"C_Prdctv","~","O_CrtvImaglag",0,3
"N_Anxty","~","O_CrtvImaglag",0,3
"A_Trust","~","O_IntCur",0,3
"C_Prdctv","~","O_IntCur",0,3
"C_Rspnbl","~","O_IntCur",0,3
"C_Org","~","O_IntCurlag",0,3
"N_Anxty","~","O_IntCurlag",0,3
"N_Anxty","~","A_Cmpnlag",0,2
"C_Rspnbl","~","A_Rspct",0,2
"E_Scblty","~","A_Rspct",0,2
"C_Org","~","A_Rspctlag",0,2
"N_Anxty","~","A_Rspctlag",0,2
"N_Depr","~","A_Rspctlag",0,2
"O_AesSens","~","A_Trust",0,2
"O_IntCur","~","A_Trustlag",0,2
"E_EnerLev","~","C_Orglag",0,2
"A_Trust","~","C_Prdctvlag",0,2
"N_Anxty","~","C_Prdctvlag",0,2
"N_Depr","~","C_Prdctvlag",0,2
"O_CrtvImag","~","C_Rspnbllag",0,2
"O_IntCur","~","C_Rspnbllag",0,2
"N_Anxty","~","E_Assert",0,2
"N_Depr","~","E_Assert",0,2
"C_Prdctv","~","E_Assertlag",0,2
"O_IntCur","~","E_Assertlag",0,2
"O_AesSens","~","E_EnerLev",0,2
"A_Cmpn","~","E_EnerLevlag",0,2
"A_Trust","~","E_EnerLevlag",0,2
"C_Prdctv","~","E_Scbltylag",0,2
"E_EnerLev","~","E_Scbltylag",0,2
"N_Anxty","~","E_Scbltylag",0,2
"C_Prdctv","~","N_Anxty",0,2
"A_Rspct","~","N_Anxtylag",0,2
"C_Prdctv","~","N_Anxtylag",0,2
"O_IntCur","~","N_Depr",0,2
"O_CrtvImag","~","N_Deprlag",0,2
"C_Org","~","N_EmoVol",0,2
"C_Prdctv","~","N_EmoVol",0,2
"O_AesSens","~","N_EmoVol",0,2
"A_Cmpn","~","N_EmoVollag",0,2
"C_Prdctv","~","N_EmoVollag",0,2
"E_Scblty","~","N_EmoVollag",0,2
"N_Depr","~","N_EmoVollag",0,2
"O_CrtvImag","~","N_EmoVollag",0,2
"C_Prdctv","~","O_AesSens",0,2
"C_Rspnbl","~","O_AesSens",0,2
"E_Assert","~","O_AesSens",0,2
"C_Org","~","O_CrtvImag",0,2
"C_Prdctv","~","O_CrtvImag",0,2
"A_Cmpn","~","O_CrtvImaglag",0,2
"C_Org","~","O_CrtvImaglag",0,2
"A_Rspct","~","O_IntCur",0,2
"N_EmoVol","~","O_IntCurlag",0,2
"E_EnerLev","~","A_Cmpn",0,1
"A_Rspct","~","A_Cmpnlag",0,1
"C_Prdctv","~","A_Rspct",0,1
"N_Anxty","~","C_Org",0,1
"O_CrtvImag","~","C_Org",0,1
"O_IntCur","~","C_Orglag",0,1
"A_Trust","~","C_Prdctv",0,1
"A_Trust","~","C_Rspnbl",0,1
"O_AesSens","~","E_Assert",0,1
"A_Trust","~","E_Assertlag",0,1
"O_CrtvImag","~","E_Assertlag",0,1
"O_IntCur","~","N_Anxty",0,1
"C_Org","~","N_Deprlag",0,1
"A_Cmpn","~","N_EmoVol",0,1
"N_Anxty","~","N_EmoVollag",0,1
"A_Cmpn","~","O_AesSens",0,1
"N_Anxty","~","O_AesSens",0,1
"C_Prdctv","~","O_AesSenslag",0,1
"N_Anxty","~","O_AesSenslag",0,1
"E_Assert","~","O_CrtvImag",0,1
"N_Depr","~","O_CrtvImag",0,1
"O_IntCur","~","O_CrtvImaglag",0,1
"N_Anxty","~","O_IntCur",0,1
"C_Prdctv","~","O_IntCurlag",0,1
