"lhs","op","rhs","count.group","count.ind"
"N_Depr","~","E_Scblty",0,2
"C_Rspnbl","~","E_Scbltylag",0,2
"E_EnerLev","~","E_Scbltylag",0,2
"N_Depr","~","E_Scbltylag",0,2
"C_Prdctv","~","N_Anxty",0,2
"A_Cmpn","~","N_Deprlag",0,2
"C_Prdctv","~","N_Deprlag",0,2
"E_Scblty","~","N_Deprlag",0,2
"N_Anxty","~","N_Deprlag",0,2
"C_Prdctv","~","N_EmoVol",0,2
"C_Rspnbl","~","N_EmoVol",0,2
"E_EnerLev","~","N_EmoVollag",0,2
"N_Anxty","~","N_EmoVollag",0,2
"E_Scblty","~","A_Cmpn",0,1
"N_Anxty","~","A_Cmpn",0,1
"A_Rspct","~","A_Cmpnlag",0,1
"C_Rspnbl","~","A_Rspct",0,1
"E_Scblty","~","A_Rspct",0,1
"A_Cmpn","~","C_Prdctv",0,1
"N_EmoVol","~","C_Prdctv",0,1
"E_Scblty","~","C_Rspnbllag",0,1
"N_EmoVol","~","C_Rspnbllag",0,1
"N_EmoVol","~","E_EnerLev",0,1
"A_Cmpn","~","E_EnerLevlag",0,1
"N_Anxty","~","E_EnerLevlag",0,1
"N_EmoVol","~","E_EnerLevlag",0,1
"N_Anxty","~","E_Scblty",0,1
"N_EmoVol","~","E_Scblty",0,1
"A_Cmpn","~","E_Scbltylag",0,1
"N_EmoVol","~","E_Scbltylag",0,1
"A_Rspct","~","N_Anxty",0,1
"A_Rspct","~","N_Anxtylag",0,1
"E_Scblty","~","N_Anxtylag",0,1
"E_EnerLev","~","N_EmoVol",0,1
"A_Cmpn","~","N_EmoVollag",0,1
"E_Scblty","~","N_EmoVollag",0,1
"N_Depr","~","N_EmoVollag",0,1
